"title","abstract","link","pdf","date","subject","authors","bibtex","id","pdf_name","extraction_date","node"
"Far from MCAR: obtaining population-level estimates of HIV viral suppression","Background: Population-level estimates of disease prevalence and control are needed to assess the effectiveness of prevention and treatment strategies. However, available data are often subject to differential missingness. Consider population-level HIV viral suppression: proportion of all HIV-positive persons who are suppressing viral replication. Individuals with measured HIV status, and, among HIV-positive individuals, those with measured viral suppression are likely to differ from those without such measurements.

Methods: We discuss three sets of assumptions sufficient to identify population-level suppression over time in the intervention arm of the SEARCH Study (NCT01864603), a community randomized trial in rural Kenya and Uganda (2013-2017). Using data on nearly 100,000 participants, we compare estimates from an unadjusted approach assuming data are missing-completely-at-random (MCAR); stratification on age group, sex, and community; and, targeted maximum likelihood estimation (TMLE) with Super Learner to adjust for baseline and time-updated predictors of measurement. 

Results: Despite high annual coverage of testing, estimates of population-level viral suppression varied by identification assumption. Unadjusted estimates were most optimistic: 50% of HIV-positive persons suppressed at baseline, 80% at Year 1, 85% at Year 2, and 85% at Year 3. Stratification on baseline predictors yielded slightly lower estimates, and full adjustment reduced estimates further: 42% of HIV-positive persons suppressed at baseline, 71% at Year 1, 76% at Year 2, and 79% at Year 3.  

Conclusions: Estimation of population-level disease burden and treatment coverage require appropriate adjustment for missingness. Even in 
""Big Data"" settings, estimates relying on the MCAR assumption or baseline stratification should be interpreted with caution.","/content/10.1101/19012781v1?versioned=TRUE","/content/10.1101/19012781v1.full.pdf","2019-11-22","Epidemiology
","Balzer","/highwire/citation/70296/bibtext",2,"221119-2","22/11/2019","70296"
"Access to internet, smartphone usage, and acceptability of mobile health technology among cancer patients","Purpose:
The use of mobile health (mHealth) technologies to augment patient care, enables providers to communicate remotely with patients enhancing the quality of care and patient engagement. Few studies addressed barriers to its implementation, especially in medically underserved populations.
Methods:	
A cross-sectional study of 151 cancer patients was conducted at an academic medical center in the United States. A trained interviewer performed structured interviews regarding the barriers and facilitators of current and desired utilization of technology for healthcare services.
Results:	
Of the 151 participants, 35.8% were male and ages ranged from 21-104 years. Only 73.5% of participants currently have daily access to internet, and 68.2% currently own a smartphone capable of displaying mobile applications. Among all participants, utilization of a daily mHealth application was significantly higher in patients with a college-level degree (OR; 2.78, p<0.01) and lower in older patients (OR; 0.05, p<0.01). Differences in utilization when adjusted for current smartphone use and daily access to internet were nonsignificant. Among smartphone users, the desire to increase cancer knowledge was associated with a higher likelihood of utilizing a mHealth application (OR; 261.53, p<0.01).
Conclusion:	
The study suggests the access to mobile technology is the predominant determinant of utilization. Healthcare organizations should consider these factors when launching patient engagement platforms.","/content/10.1101/19012823v1?versioned=TRUE","/content/10.1101/19012823v1.full.pdf","2019-11-22","Oncology
","Potdar","/highwire/citation/70294/bibtext",3,"221119-3","22/11/2019","70294"
"Accurate influenza forecasts using type-specific incidence data for small geographical units","Influenza incidence forecasting is used to facilitate better health system planning and could potentially be used to allow at-risk individuals to modify their behavior. For example, the US Centers for Disease Control and Prevention (CDC) runs an annual competition to forecast influenza-like illness (ILI) at the regional and national levels in the US, based on a standard discretized incidence scale. Here, we use a suite of forecasting models to analyze type-specific incidence at the smaller spatial scale of clusters of nearby counties. We used data from point-of-care (POC) diagnostic machines over three seasons, in 10 clusters, capturing: 57 counties; 1,061,891 total specimens; and 173,909 specimens positive for Influenza A.  Total specimens were closely correlated with comparable CDC ILI data. Mechanistic models were substantially more accurate when forecasting influenza A positive POC data than total specimen POC data, especially at longer lead times. Also, models that fit individual counties separately were better able to forecast clusters than were models that directly fit to aggregated cluster data. Public health authorities may wish to consider developing forecasting pipelines for type-specific POC data in addition to ILI data. Simple mechanistic models will likely improve forecast accuracy when applied at small spatial scales to pathogen-specific data before being scaled to larger geographical units and broader syndromic data. Highly local forecasts may enable new public health messaging to encourage at-risk individuals to temporarily reduce their social mixing.","/content/10.1101/19012807v1?versioned=TRUE","/content/10.1101/19012807v1.full.pdf","2019-11-22","Epidemiology
","Turtle","/highwire/citation/70295/bibtext",4,"221119-4","22/11/2019","70295"
"Aberrant effective connectivity is associated with positive symptoms in first-episode schizophrenia","Schizophrenia is a tenacious psychiatric disorder thought to result from synaptic dysfunction. While symptomatology is traditionally divided into positive and negative symptoms, abnormal social cognition is now recognized a key component of schizophrenia. Nonetheless, we are still lacking a mechanistic understanding of how aberrant synaptic connectivity is expressed in schizophrenia during social perception and how it relates to positive and negative symptomatology. We used fMRI and dynamic causal modelling (DCM) to test for abnormalities in synaptic efficacy in twenty-four patients with first-episode schizophrenia (FES) compared to twenty-five matched controls performing the Human Connectome Project (HCP) social cognition paradigm. Patients had not received regular therapeutic antipsychotics, but were not completely drug naÃƒÂ¯ve. Our data reveal an increase in excitatory feedforward connectivity from motion-sensitive V5 to posterior superior temporal sulcus (pSTS) in patients compared to matched controls. At the same time, were less accurate than controls in judging social stimuli from non-social stimuli. Crucially, patients with a higher degree of positive symptoms had more disinhibition within pSTS, a region computationally involved in Theory of Mind. We interpret these within a predictive coding framework where increased feedforward connectivity may encode aberrant prediction errors from V5 to hierarchically higher pSTS and local disinhibition within pSTS may reflect aberrant encoding of the precision of cortical representations about social stimuli.","/content/10.1101/19012773v1?versioned=TRUE","/content/10.1101/19012773v1.full.pdf","2019-11-22","Psychiatry and Clinical Psychology
","Dietz","/highwire/citation/70293/bibtext",5,"221119-5","22/11/2019","70293"
"Boosting Chinese healthcare service providers utilization of behavioural and pharmacotherapy interventions for cigarette smoking cessation by WeChat WeQuit program","Introduction: 
In China, standard smoking cessation practices are rarely used by healthcare service providers (HSPs). WeChat, a popular social media app, has been widely used in China. 
Methods: 
In this single-blind, randomized trial, undertaken in China with 8-week interventions and follow-up to 52 weeks, about 2,200 providers from different health care settings will be randomly selected to the intervention or control group. This trial will be conducted in China between June 2018 to October 2019. The intervention group will receive regular smoking cessation training program messages by the professional team to 8 weeks and follow to 52 weeks. A hard copy of the manual will be sent to each provider from the intervention group by mail after randomization. The Control group will only communicate by themselves and receive thanks messages for 8 weeks, and follow-up to 52 weeks. The trial will be carried out in two phases. The first phase is the pilot study (n=200, 8-week intervention and follow-up to 16 weeks) and the second is the main study (n=2000, 8-week intervention and follow-up to 52 weeks). The primary outcome measure will be the utilization rate of behavioural and pharmacotherapy interventions for smoking patients from 8 to 52 weeks. This trial is registered at ClinicalTrials.gov (number NCT03556774).
Conclusions:
This program will be the first evidence-based educational program in smoking cessation designed specifically for the improvement of Chinese HSPs utilization of behavioural and pharmacotherapy interventions for cigarette smoking cessation in health care settings by the WeChat WeQuit program.
Implications:
This protocol may show that WeChat WeQuit training program will be effective in increasing the provision of effective tobacco cessation interventions by Chinese-speaking HSPs, especially therapists, to patients with cigarette smoking, which will provide valuable insights into bridging the gap between need and services for smoking cessation in China. Overall, we believe this program will be likely to have very substantial public health benefits if it would provide a widely accessible and efficacious smoking cessation information for Chinese HSPs.","/content/10.1101/19012682v1?versioned=TRUE","/content/10.1101/19012682v1.full.pdf","2019-11-22","Addiction Medicine
","Liao","/highwire/citation/70292/bibtext",6,"221119-6","22/11/2019","70292"
"Olanzapine for the Prevention and Treatment of Nausea and Vomiting Induced by Chemotherapy for Lung Cancer: protocol for a multicenter, double-blind and randomized controlled trial","Background: Chemotherapy-induced nausea and vomiting (CINV) is frequently observed after the administration of chemotherapy and significantly influences the quality of life (QoL) of patients. Olanzapine has a high control rate of CINV in patients with cancer when combined with the NK-1 receptor antagonist dexamethasone and 5- hydroxytryptamine (5-HT3) receptor antagonists. The efficacy of a regimen without an NK-1 receptor antagonist remains unknown. Therefore, we designed this randomized trial to provide evidence for the management of CINV.

Methods and ananlysis: This is a double-blind, multicenter and randomized controlled trial. Patients with histologically confirmed lung cancer will be assessed by physicians based on the inclusion and exclusion criteria, and 156 participants will be enrolled and randomized to a placebo group or experiment group to receive treatment for CINV. The primary endpoint is the incidence of delayed CINV. The secondary endpoints are complete response (CR) of acute CINV, CR of delayed CINV, effective control rate (ECR) of CINV and QoL. During the six days after administration, these endpoints will be evaluated and recorded by physicians.","/content/10.1101/19012583v1?versioned=TRUE","/content/10.1101/19012583v1.full.pdf","2019-11-22","Oncology
","Zhou","/highwire/citation/70291/bibtext",7,"221119-7","22/11/2019","70291"
"Antimicrobial resistance trends from a hospital and diagnostic facility in Lahore, Pakistan: A five-year retrospective analysis (2014-2018)","Objective: Observing antimicrobial resistance (AMR) trends is critical to identify emerging pathogens and potential disease outbreaks. Determining these trends also allows for policy evaluations and development of interventions. We performed a retrospective analysis of microbiological testing results from a hospital and diagnostic facility in Lahore, Pakistan that represents country-wide sampling. Within this analysis, data was disaggregated by nationality, as it has been suggested that migration increases the burden of AMR. We sought to determine any trends in AMR among populations, which are often at-risk, while contributing to AMR surveillance in Pakistan, which currently does not have a national surveillance network. 
Methods: Retrospective analysis of antimicrobial susceptibility records from 2014 to 2018 from Shaukat Khanum Memorial Cancer Hospital & Research Centre (SKMCH&RC) in Lahore, Pakistan was performed. All positive microbiological cultures from patients was analyzed to assess antibiotic resistance rates of the most common bacterial isolates and incidence of ESKAPE pathogens and emerging outbreaks among adults and children.
Results: For all years, data for a total of 12,702 and 78,130 bacterial and fungal isolates from children and adults, respectively, with Pakistani nationality were analyzed. For all years, data for 597 and 2470 bacterial and fungal isolates for children and adults, respectively, with Afghan nationality were analyzed. AMR rates largely did not vary between populations, but rather followed similar trends. AMR rates also largely agreed with the World Health Organization Global Antimicrobial Surveillance System results for Pakistan. 
Conclusion: Pakistan requires increased AMR surveillance to identify emerging resistance infections and outbreaks.","/content/10.1101/19012617v1?versioned=TRUE","/content/10.1101/19012617v1.full.pdf","2019-11-22","Epidemiology
","Ching","/highwire/citation/70288/bibtext",8,"221119-8","22/11/2019","70288"
"Temperature-related disasters in Europe - a cross-sectional analysis of the emergency events database from a pediatric perspective","This study investigates patterns of extreme temperature-related events in Europe and its significance for the public health, with a focus on the vulnerable pediatric population. A generalized additive model of average surface temperature development for the European countries is described and discussed with an in-depth analysis of the influence of temperature on evolutional and behavioral aspects.
Methods: 
Extreme temperature related events are recorded in the publicly available epidemiological database of Emergency Events (EM-DAT). A comparative and descriptive statistical analysis of this data was conducted with a focus on (prospective) records from 1988 onwards. Average surface temperature data was provided by the World Bank's Climate Change Knowledge Portal. The criteria for strengthening the reporting of observational studies in epidemiology (STROBE) were respected.
Results: 
Within EM-DAT, extreme temperature-related disasters in Europe were categorized as either heat waves, drought, forest or land fires, or cold waves and severe winter conditions, accordingly. The most frequent type of event recorded were cold waves (36.2%). However, cold waves and severe winter conditions only accounted for about 6,460 casualties (4.4%), while heat waves were responsible for a total of 137,533 casualties (95.1%). During the prospective observational period of the EM-DAT database, heat waves in 2003, 2006, 2010, and 2015, claimed a total of 119,760 casualties. These most severe heatwaves were geographically distributed over Russia (2010), as well as France, Italy, Spain, and Germany, each in 2003. Accordingly, analysis of temperature data revealed an increasing average surface temperature for all assessed European countries, correlating with in an increasing frequency of extreme temperature-related events.
Conclusion: 
This study shows that according to EM-DAT data extreme temperatures are an increasingly important public health threat to the European population as the average European surface temperatures are rising. Although cold waves are more frequently reported in EM-DAT, heat waves are the major cause for temperature-related casualties. Therefore, we conclude that evolutional and cultural resilience against cold and drought is significantly higher than it is against heat. Our results project that the frequency, duration and intensity of heat waves will further increase due to current climatic changes and become a more prevalent problem for future generations. Hence, we propose an emergency plan to inform the public and authorities about measurements to be taken in such extreme heat conditions to overcome the prevailing lack of information available to the public.","/content/10.1101/19012633v1?versioned=TRUE","/content/10.1101/19012633v1.full.pdf","2019-11-22","Public and Global Health
","Brennenstuhl","/highwire/citation/70283/bibtext",9,"221119-9","22/11/2019","70283"
"Incidence and Prevalence of Hidradenitis Suppurativa: A Systematic Review and Meta-analysis","Background: Hidradenitis is a chronic relapsing follicular occlusive disease with a widely variable reported prevalence. The exact prevalence and incidence of HS is unknown. 

Objectives: To perform a systematic review and meta-analysis of the published literature to estimate the global incidence and prevalence of HS. 

Methods: Literature searches were performed on Medline, Embase, and Pubmed to identify studies reporting incidence and/or prevalence of HS. Pooled estimates of prevalence and incidence were calculated with a meta-analysis of proportions. 

Results: In total, 12 studies were included (Australia, Brazil, Denmark, France, Germany, Ireland, Israel, UK, USA) comprising a total population of 53,805,690. Eleven studies reported prevalence. The pooled proportion of individuals in the general population with HS was 0.36% (95% CI: 0.21, 0.56). Self-reported HS gave a higher prevalence estimate than clinician-diagnosed HS. HS is more prevalent in women. Average annual incidence of HS was 28.5 cases/100,000 (95% CI: 26.8, 30.1).

Conclusions:  We estimated the global prevalence of HS to be 0.36% with 3:2 female predominance and average annual incidence to be 28.5 cases/100,000","/content/10.1101/19012559v1?versioned=TRUE","/content/10.1101/19012559v1.full.pdf","2019-11-22","Dermatology
","Gill","/highwire/citation/70284/bibtext",10,"221119-10","22/11/2019","70284"
"Global and Historical Distribution of Clostridioides difficile in the Human Diet (1981-2019): Systematic Review and Meta-Analysis of 21886 Samples Reveal Sources of Heterogeneity, High-Risk Foods, and Unexpected Higher Prevalence Towards the Tropic","Clostridioides difficile (CD) is a spore-forming bacterium that causes life-threatening intestinal infections in humans. Although formerly regarded as exclusively nosocomial, there is increasing genomic evidence that person-to-person transmission accounts for only <25% of cases, supporting the culture-based hypothesis that foods may be routine sources of CD-spore ingestion in humans.  
To synthesize the evidence on the risk of CD exposure via foods, we conducted a systematic review and meta-analysis of studies reporting the culture prevalence of CD in foods between January 1981 and November 2019. Meta-analyses, risk-ratio estimates, and meta-regression were used to estimate weighed-prevalence across studies and food types to identify laboratory and geographical sources of heterogeneity.   
In total, 21,886 food samples were tested for CD between 1981 and 2019 (232 food-sample-sets; 79 studies; 25 countries). Culture methodology, sample size and type, region, and latitude were significant sources of heterogeneity (p<0.05). Although non-strictly-anaerobic methods were reported in some studies, and we confirmed experimentally that improper anaerobiosis of media/sample-handling affects CD recovery in agar (Fisher, p<0.01), most studies (>72%) employed the same (one-of-six) culture strategy. Because the prevalence was also meta-analytically similar across six culture strategies reported, all studies were integrated using three meta-analytical methods. At the study level (n=79), the four-decade global cumulative-prevalence of CD in the human diet was 4.1% (95%CI=-3.71, 11.91). At the food-set level (n=232), the weighted prevalence ranged between 4.5% (95%CI=3-6%; all studies) and 8% (95%CI=7-8%; only CD-positive-studies). Risk-ratio ranking and meta-regression showed that milk was the least likely source of CD, while seafood, leafy green vegetables, pork, and poultry carried higher risks (p<0.05). Across regions, the risk of CD in foods for foodborne exposure reproducibly decreased with Earth latitude (p<0.001). 
In conclusion, CD in the human diet is a global nonrandom-source of foodborne exposure that occurs independently of laboratory culture methods, across regions, and at variable level depending on food type and latitude. The latitudinal trend (high CD-food-prevalence towards tropic) is inverse to the epidemiological observations of CD-infections (frequent in temperate regions). Findings suggests the plausible hypothesis that ecologically-richer microbiomes in the tropic might protect against intestinal CD colonization/infections despite CD ingestion.","/content/10.1101/19012450v1?versioned=TRUE","/content/10.1101/19012450v1.full.pdf","2019-11-22","Infectious Diseases (except HIV/AIDS)
","Rodriguez-Palacios","/highwire/citation/70280/bibtext",11,"221119-11","22/11/2019","70280"
"Drivers of Frailty from Adulthood into Old Age: Results from a 27-year Longitudinal Population-Based Study in Sweden","Background. Frailty is a strong predictor of adverse aging outcomes. However, the longitudinal drivers of frailty are not well understood. This study aimed at investigating the longitudinal trajectories of a frailty index (FI) from adulthood to late life and identifying the predictors of the level and rate of change in FI. 
Methods. An age-based latent growth curve analysis was performed in the Swedish Adoption/Twin Study of Aging (N=1,842; aged 29-102 years) using data from up to 15 measurement waves across 27 years. A 42-item FI was used to measure frailty at each wave. 
Results. A bilinear, two-slope model with a turning point at age 65 best described the age-related change in FI, showing that the rate of increase in frailty was more than twice as fast after age 65. Underweight, obesity, female sex, overweight, being separated from one's co-twin during childhood, smoking, poor social support and low physical activity were associated with a higher level of  FI at age 65, with underweight having the largest effect size. When tested as time-varying predictors, underweight and higher social support were associated with a steeper increase in FI before age 65, whereas overweight and obesity were associated with less steep increase in FI after age 65. 
Conclusions. Predictors for the level and rate of change in frailty are largely actionable and could provide targets for intervention. Underweight increased the risk of higher FI trajectory until age 65, whereas being overweight or obese were associated with slower progression of frailty towards the oldest ages.","/content/10.1101/19012476v1?versioned=TRUE","/content/10.1101/19012476v1.full.pdf","2019-11-22","Epidemiology
","Jylhava","/highwire/citation/70276/bibtext",12,"221119-12","22/11/2019","70276"
"Expanded Choices with Greater HIV Prevention Benefits: A Mathematical Model of Long-Acting Injectable and Daily-Oral Pre-Exposure Prophylaxis","Objective: To assess the population impact of long-acting injectable pre-exposure prophylaxis (LAI-PrEP) when available concurrently with daily oral (DO) PrEP among men who have sex with men (MSM).

Design: Dynamic network model of HIV transmission among MSM. 

Methods: We calibrated our model to the current uptake of DO-PrEP (15% among indicated) and HIV prevalence (25.3%) among MSM in the southeastern US. Parameters for LAI-PrEP pharmacokinetics and efficacy were estimated from Phase IIa safety trials in human and macaque models. Primary analyses explored varied conditions of PrEP uptake and proportion choosing LAI-PrEP given initiation. Secondary analyses evaluated uncertainty in pharmacokinetic efficacy and in persistence to LAI-PrEP relative to DO-PrEP.

Results: If 50% of MSM currently accessing DO-PrEP choose LAI-PrEP when it becomes available, an additional 14.3% of infections could be averted over 10 years. If the availability of LAI-PrEP increased overall uptake of PrEP to 50%, the expected infections averted would increase to 23.9%. The benefit of LAI-PrEP was weakly sensitive to pharmacokinetics with 9.9% of infections averted even if LAI-PrEP efficacy were half of current empirical estimates. The superiority of LAI-PrEP was strongly attributable to better adherence and persistence with only 4.3% of infections averted if persistence were the same as DO-PrEP.

Conclusions: LAI-PrEP availability is projected to decrease HIV incidence. However, increased benefits depend upon improvements to adherence and persistence above current DO-PrEP levels. As LAI-PrEP becomes available, uptake and persistence should be monitored to ensure optimal implementation.","/content/10.1101/19012443v1?versioned=TRUE","/content/10.1101/19012443v1.full.pdf","2019-11-22","HIV/AIDS
","Maloney","/highwire/citation/70273/bibtext",13,"221119-13","22/11/2019","70273"
"Cost-effectiveness of implementing objective diagnostic verification of asthma in the United States","Background:
Asthma diagnosis in the community is often made without objective testing. 

Objective:
The aim of this study was to evaluate the cost-effectiveness of implementing a stepwise objective diagnostic verification algorithm among patients with community-diagnosed asthma in the United States (US).

Methods:
We developed a probabilistic time-in-state cohort model that compared a stepwise asthma verification algorithm based on spirometry and methacholine challenge test against the current standard of care over 20 years. Model input parameters were informed from the literature and with original data analyses when required. The target population was US adults (15 y/o or older) with physician-diagnosed asthma. The final outcomes were costs (in 2018 $) and quality-adjusted life years (QALYs), discounted at 3% annually. Deterministic and probabilistic analyses were undertaken to examine the effect of alternative assumptions and uncertainty in model parameters on the results. 

Results:
In a simulated cohort of 10,000 adults with diagnosed asthma, the stepwise algorithm resulted in the removal of diagnosis in 3,366. This was projected to be associated with savings of $36.26 million in direct costs and a gain of 4,049.28 QALYs over 20 years. Extrapolating these results to the US population indicated an undiscounted potential savings of $56.48 billion over 20 years. Results were robust against alternative assumptions and plausible changes in values of input parameters.

Conclusion:
Implementation of a simple diagnostic testing algorithm to verify asthma diagnosis might result in substantial savings and improvement in patients quality of life.","/content/10.1101/19012435v1?versioned=TRUE","/content/10.1101/19012435v1.full.pdf","2019-11-22","Respiratory Medicine
","Yaghoubi","/highwire/citation/70272/bibtext",14,"221119-14","22/11/2019","70272"
"No Association between HPV Vaccination and Infertility in U.S. Females 18-33 Years Old","Background: 
Human papillomavirus (HPV) vaccines have been recommended as primary prevention of HPV-related cancers for over 10 years in the United States, and evidence reveals decreased incidence of HPV infections following vaccination. However, concerns have been raised that HPV vaccines could decrease fertility. This study examined the relationship between HPV immunization and self-reported infertility in a nationally representative sample.

Methods: 
Data from the 2013-2016 National Health and Nutrition Examination Survey were analyzed to asses likelihood of self-reported infertility among women aged 20 to 33, who were young enough to have been offered HPV vaccines and old enough to have been queried about infertility (n=1,114). Two logistic regression models, stratified by marital history, examined potential associations between HPV vaccination and infertility. Model 1 assessed the likelihood of infertility among women who had never been pregnant or whose pregnancies occurred prior to HPV vaccination. Model 2 accounted for the possibility of latent and/or non-permanent post-vaccine infertility by including all women 20-33 years old. 

Results:
8.1% reported any infertility. Women who had ever been married and had received an HPV vaccine were less likely to report infertility (OR 0.04, 95% CI 0.01-0.57) in model 1. No other associations between HPV and infertility were found.

Conclusion:
There was no evidence of increased infertility among women who received the HPV vaccine. These results provide further evidence of HPV vaccine safety and should give providers confidence in recommending HPV vaccination. Further research should explore protective effects of HPV vaccines on female and male fertility.

What is already known on this subject?
Despite evidence that HPV vaccines are safe and effective, concerns persist regarding a purported link between HPV vaccination and infertility. These concerns were refuted by a recent population-based cohort study that found no association between the HPV vaccine and primary ovarian insufficiency. 

What this study adds?
This study broadens the existing evidence by exploring possible associations between HPV vaccination and any self-reported infertility. There was no evidence of infertility among women 20-33 years old who received one or more doses of HPV vaccine. This result provides further evidence of HPV vaccine safety, diminishing remaining concerns among clinicians and the public.","/content/10.1101/19012344v1?versioned=TRUE","/content/10.1101/19012344v1.full.pdf","2019-11-22","Obstetrics and Gynecology
","Mooney","/highwire/citation/70269/bibtext",15,"221119-15","22/11/2019","70269"
"Journals in Aging, Geriatrics, and Gerontology: A Survey","Aging, geriatrics, gerontology, and related areas are important areas of research as the population of older people increases in relationship to the total population. Researchers in these fields would benefit from guidance regarding sources for publishing and finding relevant scholarly journals and articles. Multiple database sites of journals were searched to provide a list of relevant publications. This list was expanded via perusal of published citation lists and searches in general search engines. A total of 243 journals were identified and examined. Of those journals, 198 journals are currently publishing and 45 journals have ceased publication. In terms of publication medium, 39% of the currently publishing journals are online-only, 4% are print-only and 59% of the journals publish both online and in print. Journals with aging in the title represent 36%, geriatrics 30% and gerontology 23%. Less than 10% have been identified as predatory journals. An expected increase in journals in the broad field of aging is indicated by the 49% of listed titles beginning in 2000 or later. This recent increase in available journals provides a need for the information listed in this paper.","/content/10.1101/19012278v1?versioned=TRUE","/content/10.1101/19012278v1.full.pdf","2019-11-22","Geriatric Medicine
","Wolff","/highwire/citation/70268/bibtext",16,"221119-16","22/11/2019","70268"
"Macro-parasite transmission in dynamic seasonal environment: Basic Reproductive Number, endemicity, and control","Seasonality of transmission environment, which includes snail populations and habitats, or human-snail contact patterns, can affect the dynamics of schistosomiasis infection, and control outcomes. Conventional modeling approaches often ignore or oversimplify it by applying 'seasonal mean' formulation. Mathematically, such 'averaging' is justified when model outputs/quantities of interest depend linearly on input variables. That is not generally the case for macroparasite transmission models, where model outputs are nonlinear functions of seasonality fashion. 
Another commonly used approach for Schistosomiasis modeling is a reduction of coupled human-snail system to a single 'human equation', via quasi-stationary snail (intermediate host) dynamics. The basic questions arising from these approaches are whether such 'seasonal averaging' and 'intermediate host reduction' are suitable for highly variable/seasonal environments, and what implications these methods have on models' predictive potential of control interventions.
Here we address these questions by using a combination of mathematical analysis and numerical simulation of two commonly used models for macroparasite transmission, MacDonald (MWB), and stratified worm burden (SWB) snail-human systems. We showed that predictions from 'seasonal averaging' models can depart significantly from those of quasi-stationary models. Typically, seasonality would lower endemicity and sustained infection, vs. stationary system with comparable transmission inputs. Furthermore, discrepancies between the two models ('seasonal' and its 'stationary mean') increase with amplitude (or variance) of seasonality. So sufficiently high variability can render infection unsustainable. Similar discrepancies were observed between coupled and reduced 'single host' models, with reduced model overpredicting sustained endemicity. Seasonal variability of transmission raises the question of optimal control timing. Using dynamic simulation, we show that optimal timing of repeated MDA is about half season past the snail peak, where snail population attains its minimal value. Compared to sub-optimal timing, such strategy can reduce human worm burden by factor 2 after 5-6 rounds of MDA. We also extended our models for dynamic snail populations, which allowed us to study the effect of repeated molluscicide, or combined strategy (MDA + molluscicide). The optimal time for molluscicide alone is the end or the start of season, and combined strategy can give additional reduction, and in some cases lead to elimination.
Overall, reduced sustainability in seasonal environment makes it more amenable to control interventions, compared to stationary environment.","/content/10.1101/19012245v1?versioned=TRUE","/content/10.1101/19012245v1.full.pdf","2019-11-22","Infectious Diseases (except HIV/AIDS)
","Huang","/highwire/citation/70267/bibtext",17,"221119-17","22/11/2019","70267"
"Brain functional network integrity sustains cognitive function despite atrophy in presymptomatic genetic frontotemporal dementia","INTRODUCTION: The presymptomatic phase of neurodegenerative disease can last many years, with sustained cognitive function despite progressive atrophy. We investigate this phenomenon in familial Frontotemporal dementia (FTD).
METHODS: We studied 121 presymptomatic FTD mutation carriers and 134 family members without mutations, using multivariate data-driven approach to link cognitive performance with both structural and functional magnetic resonance imaging. Atrophy and brain network connectivity were compared between groups, in relation to the time from expected symptom onset. 
RESULTS: There were group differences in brain structure and function, in the absence of differences in cognitive performance. Specifically, we identified behaviourally-relevant structural and functional network differences. Structure-function relationships were similar in both groups, but coupling between functional connectivity and cognition was stronger for carriers than for non-carriers, and increased with proximity to the expected onset of disease. 
DISCUSSION: Our findings suggest that maintenance of functional network connectivity enables carriers to maintain cognitive performance.","/content/10.1101/19012203v1?versioned=TRUE","/content/10.1101/19012203v1.full.pdf","2019-11-22","Neurology
","Tsvetanov","/highwire/citation/70266/bibtext",18,"221119-18","22/11/2019","70266"
"Redefining the multidimensional clinical phenotypes of frontotemporal lobar degeneration syndromes","The syndromes caused by frontotemporal lobar degeneration (FTLD) have highly heterogenous and overlapping clinical features. There has been great progress in the refinement of clinical diagnostic criteria in the last decade, but we propose that a better understanding of aetiology, pathophysiology and symptomatic treatments can arise from a transdiagnostic approach to clinical phenotype and brain morphometry. In a cross-sectional epidemiological study, we examined 310 patients with a syndrome likely to be caused by frontotemporal lobar degeneration, including behavioural variant frontotemporal dementia (bvFTD), the non-fluent (nfvPPA), semantic (svPPA) variants of primary progressive aphasia, progressive supranuclear palsy (PSP) and corticobasal syndrome (CBS). We also included patients with logopenic primary progressive aphasia (lvPPA) and those who met criteria for PPA but not one of the three subtypes. To date, forty-nine patients have a neuropathological diagnosis. A principal component analysis identified symptom dimensions that broadly recapitulated the core features of the main clinical syndromes. However, the subject-specific scores on these dimensions showed considerable overlap across the diagnostic groups. Sixty-two percent of participants had phenotypic features that met the diagnostic criteria for more than one syndrome. Behavioural disturbance was prevalent in all groups. Forty-four percent of patients with CBS had PSP-like features and thirty percent of patients with PSP had CBS-like features. Many patients with PSP and CBS had language impairments consistent with nfvPPA while patients with bvFTD often had semantic impairments. Using multivariate source-based morphometry on a subset of patients (n=133), we identified patterns of co-varying brain atrophy that were represented across the diagnostic groups. Canonical correlation analysis of clinical and imaging components found three key brain-behaviour relationships that revealed a continuous spectrum across the cohort rather than discrete diagnostic entities. In the forty-six patients with longitudinal follow up (mean 3.6 years) syndromic overlap increased with time. Together, these results show that syndromes associated with FTLD do not form discrete mutually exclusive categories from their clinical features or structural brain changes, but instead exist in a multidimensional spectrum. Patients often manifest diagnostic features of multiple disorders and deficits in behaviour, movement and language domains are not confined to specific diagnostic groups. It is important to recognise individual differences in clinical phenotype, both for clinical management and to understand pathogenic mechanisms. We suggest that the adoption of a transdiagnostic approach to the spectrum of FTLD syndromes provides a useful framework with which to understand disease progression, heterogeneity and treatment.","/content/10.1101/19012260v1?versioned=TRUE","/content/10.1101/19012260v1.full.pdf","2019-11-22","Neurology
","Murley","/highwire/citation/70265/bibtext",19,"221119-19","22/11/2019","70265"
